ref_name,control_iso_name,iso_name
Brazer22,Wuhan-Hu-1,B.1.617.2 full genome
Brazer22,Wuhan-Hu-1,Omicron/BA.1 full genome
Brazer22,Wuhan-Hu-1,Omicron/BA.2 full genome
