ref_name,control_iso_name,iso_name
Brown21,IC19 full genome,B.1.1.7 full genome_693400
Brown21,B.1.1.7 full genome_693400,IC19 full genome
Brown21,IC19 full genome,B.1.1.7 full genome_723001
Brown21,S:614G,B.1.1.7 Spike
Brown21,B.1.1.7 Spike,S:614G
