ref_name,control_iso_name,iso_name
Gruell22b,Wuhan-Hu-1,BA.1 Spike
Gruell22b,Wuhan-Hu-1,BA.1.1 Spike
Gruell22b,Wuhan-Hu-1,BA.2 Spike
Gruell22b,Wuhan-Hu-1,BA.2.12.1 Spike
Gruell22b,Wuhan-Hu-1,BA.4/5 Spike
