ref_name,control_iso_name,iso_name
Zuo23,B.1 Spike,BA.1 Spike
Zuo23,B.1 Spike,BA.2 Spike
Zuo23,B.1 Spike,BA.4/5 Spike
Zuo23,B.1 Spike,BQ.1.1 Spike
Zuo23,B.1 Spike,XBB.1 Spike
Zuo23,BA.1 Spike,B.1 Spike
Zuo23,BA.1 Spike,BA.2 Spike
Zuo23,BA.1 Spike,BA.4/5 Spike
Zuo23,BA.1 Spike,BQ.1.1 Spike
Zuo23,BA.1 Spike,XBB.1 Spike
