ref_name,control_iso_name,iso_name
Jongeneelen21,B.1 Spike,B.1.1.7 Spike
Jongeneelen21,B.1 Spike,B.1.351 Spike:-18F-246I
Jongeneelen21,B.1 Spike,B.1.617 Spike v2
Jongeneelen21,B.1 Spike,B.1.617.2 Spike:+142D
Jongeneelen21,B.1 Spike,P.1 Spike
Jongeneelen21,B.1 Spike,P.2 Spike
