ref_name,control_iso_name,iso_name
Lassauniere21,B.1 full genome,B.1.617.2 full genome
Lassauniere21,B.1 full genome,AY.4 full genome
Lassauniere21,B.1 full genome,AY.4.2 full genome
Lassauniere21,B.1 full genome,B.1.617.2 full genome + S:484K
Lassauniere21,B.1 full genome,B.1.1.7 full genome
Lassauniere21,B.1 full genome,hCoV-19/Netherlands/NoordHolland_10159/2021
Lassauniere21,B.1 full genome,P.1 full genome
