ref_name,control_iso_name,iso_name
Zou23,WA1 Spike,BA.4/5 Spike
Zou23,WA1 Spike,BA.4.6 Spike
Zou23,WA1 Spike,BA.2.75.2 Spike
Zou23,WA1 Spike,BQ.1.1 Spike
Zou23,WA1 Spike,XBB.1 Spike
