ref_name,control_iso_name,iso_name
Choi21,S:614G,B.1.1.7 Spike
Choi21,S:614G,B.1.1.7 Spike+S:484K
Choi21,S:614G,B.1.427/9 Spike
Choi21,S:614G,B.1.351 Spike
Choi21,S:614G,B.1.351 Spike:-246I
Choi21,S:614G,B.1.351 Spike:-18F-246I
Choi21,S:614G,P.1 Spike
Choi21,S:614G,B.1.526 Spike
Choi21,S:614G,B.1.617.1 Spike:+95I-1101D
Choi21,S:614G,B.1.617.1 Spike
Choi21,S:614G,B.1.617.2 Spike:+142D
Choi21,S:614G,A.23.1 Spike
Choi21,S:614G,A.23.1 Spike:+102I+484K
Choi21,S:614G,B.1.525 Spike:+144del-145del
Choi21,S:614G,A.VOI.V2 Spike
