ref_name,control_iso_name,iso_name
Wilhelm21b,MZ315141,hCoV-19/Germany/HE-FFM-30286807/2021
Wilhelm21b,Wuhan-Hu-1,hCoV-19/Germany/HE-FFM-30286807/2021
