ref_name,control_iso_name,iso_name
Evans22,S:614G,B.1.1.7 Spike
Evans22,S:614G,B.1.351 Spike
Evans22,S:614G,B.1.617.2 Spike
Evans22,S:614G,BA.1 Spike:+346K
Evans22,S:614G,BA.1.1 Spike:-214EPE
Evans22,S:614G,BA.1 Spike
Evans22,S:614G,BA.2 Spike
