ref_name,control_iso_name,iso_name
Ledesma21,Wuhan-Hu-1,S:69del+70del+144del+501Y+570D+614G+681H+716I+982A+1118H
Ledesma21,Wuhan-Hu-1,S:18F+80A+215G+242del+243del+417N+484K+501Y+614G+701V
Ledesma21,Wuhan-Hu-1,S:18F+20N+26S+138Y+190S+417T+484K+501Y+614G+655Y+1027I+1176F
Ledesma21,Wuhan-Hu-1,B.1.617.2 Spike
Ledesma21,hCoV-19/Argentina/PAIS-G0001/2020,hCoV-19/Argentina/INEIINBIRS-14/2021
Ledesma21,hCoV-19/Argentina/PAIS-G0001/2020,hCoV-19/Argentina/INEIINBIRS-12/2021
Ledesma21,hCoV-19/Argentina/PAIS-G0001/2020,hCoV-19/Argentina/PAIS-A0612/2021
