ref_name,control_iso_name,iso_name
Turelli22,hCoV-19/Switzerland/GE-SNRCI-29943121/2020,hCoV-19/Switzerland/un-2012212272/2020
Turelli22,hCoV-19/Switzerland/GE-SNRCI-29943121/2020,hCoV-19/Switzerland/GE-33128281/2021
Turelli22,hCoV-19/Switzerland/GE-SNRCI-29943121/2020,hCoV-19/Switzerland/GE-33115015/2021
Turelli22,hCoV-19/Switzerland/GE-SNRCI-29943121/2020,hCoV-19/Switzerland/GE-33896105/2021
Turelli22,hCoV-19/Switzerland/GE-SNRCI-29943121/2020,AY.4.2 full genome
Turelli22,hCoV-19/Switzerland/GE-SNRCI-29943121/2020,B.1.617.1 full genome
Turelli22,hCoV-19/Switzerland/GE-SNRCI-29943121/2020,C.37 full genome
Turelli22,hCoV-19/Switzerland/GE-SNRCI-29943121/2020,B.1.526 full genome
Turelli22,hCoV-19/Switzerland/GE-SNRCI-29943121/2020,B.1.525 full genome
Turelli22,hCoV-19/Switzerland/GE-SNRCI-29943121/2020,hCoV-19/Switzerland/VD-HUG-36221084/2021
Turelli22,hCoV-19/Switzerland/GE-SNRCI-29943121/2020,Omicron/BA.1.1 full genome
Turelli22,hCoV-19/Switzerland/GE-SNRCI-29943121/2020,hCoV-19/Switzerland/un-HUG-36637889/2022
