ref_name,control_iso_name,iso_name
Cao22,S:614G,SARS-CoV Spike
Cao22,S:614G,BA.1 Spike
Cao22,S:614G,BA.1 Spike:+346K
Cao22,S:614G,BA.2 Spike
Cao22,Wuhan-Hu-1,Omicron/BA.1 full genome
