ref_name,control_iso_name,iso_name
Yuan22,Wuhan-Hu-1,B.1.1.7 Spike
Yuan22,Wuhan-Hu-1,B.1.351 Spike
Yuan22,Wuhan-Hu-1,P.1 Spike
Yuan22,Wuhan-Hu-1,B.1.617.2 Spike
Yuan22,Wuhan-Hu-1,B.1.621 Spike
Yuan22,Wuhan-Hu-1,BA.1 Spike
Yuan22,Wuhan-Hu-1,SARS-CoV Spike
Yuan22,Wuhan-Hu-1,Pang17 Spike
Yuan22,Wuhan-Hu-1,WIV1 Spike
