ref_name,control_iso_name,iso_name
Ito23,BA.4/5 Spike,BA.2 Spike
Ito23,BA.4/5 Spike,BQ.1.1 Spike
Ito23,BA.4/5 Spike,BA.4/5 Spike:R346T
Ito23,BA.4/5 Spike,BA.4/5 Spike:K444T
Ito23,BA.4/5 Spike,BA.4/5 Spike:N460K
Ito23,BA.4/5 Spike,BA.2.75 Spike
Ito23,BA.4/5 Spike,S:614G
Ito23,BA.4/5 Spike,BA.1 Spike
Ito23,BA.2.75 Spike,BA.2 Spike
Ito23,BA.2.75 Spike,BA.4/5 Spike
Ito23,BA.2.75 Spike,BQ.1.1 Spike
Ito23,BA.2 Spike,BQ.1.1 Spike
Ito23,BA.2 Spike,BA.4/5 Spike:R346T
Ito23,BA.2 Spike,BA.4/5 Spike:K444T
Ito23,BA.2 Spike,BA.4/5 Spike:N460K
Ito23,BA.2 Spike,BA.4/5 Spike
Ito23,BA.2 Spike,BA.2.75 Spike
Ito23,S:614G,BA.4/5 Spike
Ito23,S:614G,BQ.1.1 Spike
Ito23,S:614G,BA.4/5 Spike:R346T
Ito23,S:614G,BA.4/5 Spike:K444T
Ito23,S:614G,BA.4/5 Spike:N460K
Ito23,BA.1 Spike,BA.4/5 Spike
Ito23,BA.1 Spike,BQ.1.1 Spike
Ito23,BA.1 Spike,BA.4/5 Spike:R346T
Ito23,BA.1 Spike,BA.4/5 Spike:K444T
Ito23,BA.1 Spike,BA.4/5 Spike:N460K
Ito23,BA.1 Spike,S:614G
