ref_name,control_iso_name,iso_name
Virtanen21,hCoV-19/Finland/1/2020,B.1 full genome
Virtanen21,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020
Virtanen21,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021
Virtanen21,B.1 full genome,hCoV-19/Finland/85HEL/2020
Virtanen21,B.1 full genome,hCoV-19/Finland/HEL-12-102/2021
