ref_name,control_iso_name,iso_name
Alvarez-Diaz21,hCoV-19/Colombia/ATL-INS-VG-217/2021,hCoV-19/Colombia/CUN-INS-T8/2020
Alvarez-Diaz21,hCoV-19/Colombia/ATL-INS-VG-217/2021,hCoV-19/Colombia/DC-INS-027/2020
Alvarez-Diaz21,hCoV-19/Colombia/ATL-INS-VG-217/2021,hCoV-19/Colombia/DC-INS-197/2020
Alvarez-Diaz21,hCoV-19/Colombia/ATL-INS-VG-217/2021,hCoV-19/Colombia/DC-INS-VG-68/2020
