ref_name,control_iso_name,iso_name
Seidel22,Wuhan-Hu-1 Spike,B.1.617.2 Spike:+142D
Seidel22,Wuhan-Hu-1 Spike,hCoV-19/Botswana/R40B58_BHP_3321001245/2021 Spike
