ref_name,control_iso_nam,iso_name
Uriu23,B.1 Spike,BA.2 Spike
Uriu23,B.1 Spike,BA.4/5 Spike
Uriu23,B.1 Spike,BQ.1.1 Spike
Uriu23,B.1 Spike,XBB.1 Spike
Uriu23,B.1 Spike,XBB.1 Spike:+ins144Y
Uriu23,B.1 Spike,XBB.1.5 Spike
Uriu23,B.1 Spike,XBB.1.5 Spike:-144del
