iso_name,var_name,site_directed,gisaid_id,genbank_accn,expandable
hCoV-19/France/HDF-P316-21175C3908/2021,Alpha,FALSE,2143435,NULL,TRUE
hCoV-19/France/HDF-P044-21184C4765/2021,Alpha,FALSE,2227230,NULL,TRUE
hCoV-19/France/HDF-P123-21195C4883/2021,Alpha,FALSE,2361537,NULL,TRUE
hCoV-19/France/HDF-P241-21204C2790/2021,Alpha,FALSE,2444359,NULL,TRUE
hCoV-19/France/HDF-P088-21234C6239/2021,Alpha,FALSE,2646207,NULL,TRUE
