iso_name,var_name,site_directed,gisaid_id,genbank_accn,expandable
hCoV-19/USA/WI-GMF-48798/2021,B.1.311,FALSE,942822,NULL,TRUE
hCoV-19/USA/MN-GMF-45422/2020,B.1.311,FALSE,830649,NULL,TRUE
hCoV-19/USA/MN-GMF-46571/2021,B.1.311,FALSE,861473,NULL,TRUE
hCoV-19/USA/MN-GMF-46573/2021,B.1.311,FALSE,861472,NULL,TRUE
