iso_name,var_name,site_directed,gisaid_id,genbank_accn,expandable
hCoV-19/South Africa/KRISP-AHRI-K003734-D0/2020,B.1.1.273,FALSE,2397307,NULL,TRUE
hCoV-19/South Africa/KRISP-AHRI-K008646-D7/2020,B.1.1.273,FALSE,2397308,NULL,TRUE
hCoV-19/South Africa/KRISP-AHRI-K011018-D20/2020,B.1.1.273,FALSE,2397310,NULL,TRUE
hCoV-19/South Africa/KRISP-AHRI-K011017-D34/2020,B.1.1.273,FALSE,2397311,NULL,TRUE
hCoV-19/South Africa/KRISP-AHRI-K011186-D71/2020,B.1.1.273,FALSE,2397312,NULL,TRUE
hCoV-19/South Africa/KRISP-AHRI-K008629-D106/2021,B.1.1.273,FALSE,2397309,NULL,TRUE
hCoV-19/South Africa/KRISP-AHRI-K013317-D190/2021,B.1.1.273,FALSE,2397313,NULL,TRUE
