iso_name,var_name,site_directed,gisaid_id,genbank_accn,expandable
Gottlieb21 BAM/ETE Treated D11,NULL,FALSE,NULL,NULL,TRUE
Gottlieb21 BAM/ETE Treated D25,NULL,FALSE,NULL,NULL,TRUE
