iso_name,var_name,site_directed,gisaid_id,genbank_accn,sra_accn,expandable
hCoV-19/England/BRIS-12BD43/2020,B.52,FALSE,469397,NULL,NULL,TRUE
hCoV-19/England/BRIS-1334E9/2020,B.52,FALSE,539894,NULL,NULL,TRUE
hCoV-19/England/BRIS-1854DDE/2020,B,FALSE,2733379,NULL,NULL,TRUE
Williamson21_D155b,B,FALSE,NULL,NULL,NULL,TRUE
Williamson21_D222,B,FALSE,NULL,NULL,NULL,TRUE
Williamson21_D227,B,FALSE,NULL,NULL,NULL,TRUE
COG-UK/BRIS-25EFD7,B,FALSE,NULL,NULL,NULL,TRUE
hCoV-19/England/BRIS-25F5A7/2021,B,FALSE,1103757,NULL,NULL,TRUE
COG-UK/BRIS-25F5C5,B,FALSE,NULL,NULL,NULL,TRUE
COG-UK/BRIS-262987,Alpha,FALSE,NULL,NULL,NULL,TRUE
