iso_name,var_name,site_directed,gisaid_id,genbank_accn,sra_accn,expandable
Heyer22 P01_d000,B.1.8,FALSE,NULL,NULL,ERR9990387,TRUE
Heyer22 P01_d018,B.1.8,FALSE,NULL,NULL,ERR9990388,TRUE
Heyer22 P01_d022,B.1.8,FALSE,NULL,NULL,ERR9990389,TRUE
Heyer22 P01_d026,B.1.8,FALSE,NULL,NULL,ERR9990390,TRUE
Heyer22 P01_d035,B.1.8,FALSE,NULL,NULL,ERR9990391,TRUE
Heyer22 P01_d045,B.1.8,FALSE,NULL,NULL,ERR9990392,TRUE
Heyer22 P01_d064,B.1.8,FALSE,NULL,NULL,ERR9990393,TRUE
Heyer22 P01_d067,B.1.8,FALSE,NULL,NULL,ERR9990394,TRUE
Heyer22 P01_d073,B.1.8,FALSE,NULL,NULL,ERR9990395,TRUE
Heyer22 P01_d079,B.1.8,FALSE,NULL,NULL,ERR9990396,TRUE
Heyer22 P01_d083,B.1.8,FALSE,NULL,NULL,ERR9990397,TRUE
Heyer22 P03_d000,A,FALSE,NULL,NULL,ERR9990398,TRUE
Heyer22 P03_d002,A,FALSE,NULL,NULL,ERR9990399,TRUE
Heyer22 P03_d012,A,FALSE,NULL,NULL,ERR9990400,TRUE
Heyer22 P03_d028,A,FALSE,NULL,NULL,ERR9999512,TRUE
Heyer22 P05_d000,B.1.36.1,FALSE,NULL,NULL,ERR9990401,TRUE
Heyer22 P05_d004,B.1.36.1,FALSE,NULL,NULL,ERR9990402,TRUE
Heyer22 P05_d008,B.1.36.1,FALSE,NULL,NULL,ERR9990403,TRUE
Heyer22 P05_d012,B.1.36.1,FALSE,NULL,NULL,ERR9990404,TRUE
Heyer22 P05_d019,B.1.36.1,FALSE,NULL,NULL,ERR9990405,TRUE
Heyer22 P05_d023,B.1.36.1,FALSE,NULL,NULL,ERR9990406,TRUE
Heyer22 P05_d026,B.1.36.1,FALSE,NULL,NULL,ERR9990407,TRUE
Heyer22 P05_d030,B.1.36.1,FALSE,NULL,NULL,ERR9990408,TRUE
Heyer22 P05_d036,B.1.36.1,FALSE,NULL,NULL,ERR9990409,TRUE
Heyer22 P05_d051,B.1.36.1,FALSE,NULL,NULL,ERR9990410,TRUE
Heyer22 P05_d053,B.1.36.1,FALSE,NULL,NULL,ERR9990411,TRUE
Heyer22 P05_d065,B.1.36.1,FALSE,NULL,NULL,ERR9990412,TRUE
Heyer22 P06_d000,B.1.177.81,FALSE,NULL,NULL,ERR9990413,TRUE
Heyer22 P06_d002,B.1.177.81,FALSE,NULL,NULL,ERR9990414,TRUE
Heyer22 P06_d004,B.1.177.81,FALSE,NULL,NULL,ERR9990415,TRUE
Heyer22 P06_d006,B.1.177.81,FALSE,NULL,NULL,ERR9990416,TRUE
Heyer22 P06_d010,B.1.177.81,FALSE,NULL,NULL,ERR9990417,TRUE
Heyer22 P06_d012,B.1.177.81,FALSE,NULL,NULL,ERR9990418,TRUE
Heyer22 P06_d015,B.1.177.81,FALSE,NULL,NULL,ERR9990419,TRUE
Heyer22 P06_d018,B.1.177.81,FALSE,NULL,NULL,ERR9990420,TRUE
Heyer22 P06_d046,B.1.177.81,FALSE,NULL,NULL,ERR9990421,TRUE
Heyer22 P07_d000,B.1.1,FALSE,NULL,NULL,ERR9990422,TRUE
Heyer22 P07_d032,B.1.1,FALSE,NULL,NULL,ERR9990423,TRUE
Heyer22 P07_d035,B.1.1,FALSE,NULL,NULL,ERR9990424,TRUE
Heyer22 P07_d038,B.1.1,FALSE,NULL,NULL,ERR9990425,TRUE
Heyer22 P07_d040,B.1.1,FALSE,NULL,NULL,ERR9990426,TRUE
Heyer22 P07_d041,B.1.1,FALSE,NULL,NULL,ERR9990427,TRUE
Heyer22 P07_d043,B.1.1,FALSE,NULL,NULL,ERR9990428,TRUE
Heyer22 P07_d045,B.1.1,FALSE,NULL,NULL,ERR9990429,TRUE
Heyer22 P07_d047,B.1.1,FALSE,NULL,NULL,ERR9990430,TRUE
Heyer22 P08_d002,B.1.1.161,FALSE,NULL,NULL,ERR9990431,TRUE
Heyer22 P08_d010,B.1.1.161,FALSE,NULL,NULL,ERR9990432,TRUE
Heyer22 P08_d012,B.1.1.161,FALSE,NULL,NULL,ERR9990433,TRUE
Heyer22 P08_d015,B.1.1.161,FALSE,NULL,NULL,ERR9990434,TRUE
Heyer22 P08_d017,B.1.1.161,FALSE,NULL,NULL,ERR9990435,TRUE
Heyer22 P08_d022,B.1.1.161,FALSE,NULL,NULL,ERR9990436,TRUE
Heyer22 P08_d024,B.1.1.161,FALSE,NULL,NULL,ERR9990437,TRUE
Heyer22 P09_d000,B.1.177.81,FALSE,NULL,NULL,ERR9990438,TRUE
Heyer22 P09_d002,B.1.177.81,FALSE,NULL,NULL,ERR9990439,TRUE
Heyer22 P09_d004,B.1.177.81,FALSE,NULL,NULL,ERR9990440,TRUE
Heyer22 P09_d005,B.1.177.81,FALSE,NULL,NULL,ERR9990441,TRUE
Heyer22 P09_d007,B.1.177.81,FALSE,NULL,NULL,ERR9990442,TRUE
Heyer22 P09_d009,B.1.177.81,FALSE,NULL,NULL,ERR9990443,TRUE
Heyer22 P09_d012,B.1.177.81,FALSE,NULL,NULL,ERR9990444,TRUE
Heyer22 P10_d000,A,FALSE,NULL,NULL,ERR9990445,TRUE
Heyer22 P10_d002,A,FALSE,NULL,NULL,ERR9990446,TRUE
Heyer22 P10_d007,A,FALSE,NULL,NULL,ERR9990447,TRUE
Heyer22 P10_d011,A,FALSE,NULL,NULL,ERR9990448,TRUE
Heyer22 P10_d018,A,FALSE,NULL,NULL,ERR9990449,TRUE
Heyer22 P10_d024,A,FALSE,NULL,NULL,ERR9990450,TRUE
Heyer22 P13_d000,A,FALSE,NULL,NULL,ERR9990451,TRUE
Heyer22 P13_d028,A,FALSE,NULL,NULL,ERR9990452,TRUE
Heyer22 P13_d029,A,FALSE,NULL,NULL,ERR9990453,TRUE
Heyer22 P13_d030,A,FALSE,NULL,NULL,ERR9990454,TRUE
Heyer22 P13_d034,A,FALSE,NULL,NULL,ERR9990455,TRUE
Heyer22 P13_d036,A,FALSE,NULL,NULL,ERR9990456,TRUE
Heyer22 P13_d042,A,FALSE,NULL,NULL,ERR9990457,TRUE
Heyer22 P13_d057,A,FALSE,NULL,NULL,ERR9990458,TRUE
Heyer22 P14_d000,B.1.1.161,FALSE,NULL,NULL,ERR9990459,TRUE
Heyer22 P14_d014,B.1.1.161,FALSE,NULL,NULL,ERR9990460,TRUE
Heyer22 P14_d016,B.1.1.161,FALSE,NULL,NULL,ERR9990461,TRUE
Heyer22 P14_d020,B.1.1.161,FALSE,NULL,NULL,ERR9990462,TRUE
Heyer22 P14_d023,B.1.1.161,FALSE,NULL,NULL,ERR9990463,TRUE
Heyer22 P14_d029,B.1.1.161,FALSE,NULL,NULL,ERR9990464,TRUE
Heyer22 P15_d001,B.1.1.405,FALSE,NULL,NULL,ERR9990465,TRUE
Heyer22 P15_d003,B.1.1.405,FALSE,NULL,NULL,ERR9990466,TRUE
Heyer22 P15_d007,B.1.1.405,FALSE,NULL,NULL,ERR9990467,TRUE
Heyer22 P15_d011,B.1.1.405,FALSE,NULL,NULL,ERR9990468,TRUE
Heyer22 P15_d013,B.1.1.405,FALSE,NULL,NULL,ERR9990469,TRUE
Heyer22 P15_d017,B.1.1.405,FALSE,NULL,NULL,ERR9990470,TRUE
Heyer22 P15_d019,B.1.1.405,FALSE,NULL,NULL,ERR9990471,TRUE
Heyer22 P15_d027,B.1.1.405,FALSE,NULL,NULL,ERR9990472,TRUE
Heyer22 P15_d033,B.1.1.405,FALSE,NULL,NULL,ERR9990473,TRUE
Heyer22 P16_d000,B.1,FALSE,NULL,NULL,ERR9990474,TRUE
Heyer22 P16_d002,B.1,FALSE,NULL,NULL,ERR9990475,TRUE
Heyer22 P16_d008,B.1,FALSE,NULL,NULL,ERR9990476,TRUE
Heyer22 P16_d010,B.1,FALSE,NULL,NULL,ERR9990477,TRUE
Heyer22 P16_d013,B.1,FALSE,NULL,NULL,ERR9990478,TRUE
Heyer22 P16_d017,B.1,FALSE,NULL,NULL,ERR9990479,TRUE
Heyer22 P16_d019,B.1,FALSE,NULL,NULL,ERR9990480,TRUE
Heyer22 P16_d025,B.1,FALSE,NULL,NULL,ERR9990481,TRUE
Heyer22 P17_d001,B.1.1.142,FALSE,NULL,NULL,ERR9990482,TRUE
Heyer22 P17_d003,B.1.1.142,FALSE,NULL,NULL,ERR9990483,TRUE
Heyer22 P17_d005,B.1.1.142,FALSE,NULL,NULL,ERR9990484,TRUE
Heyer22 P17_d009,B.1.1.142,FALSE,NULL,NULL,ERR9990485,TRUE
Heyer22 P17_d012,B.1.1.142,FALSE,NULL,NULL,ERR9990486,TRUE
Heyer22 P17_d013,B.1.1.142,FALSE,NULL,NULL,ERR9990487,TRUE
Heyer22 P18_d000,A,FALSE,NULL,NULL,ERR9990488,TRUE
Heyer22 P18_d007,A,FALSE,NULL,NULL,ERR9990489,TRUE
Heyer22 P18_d010,A,FALSE,NULL,NULL,ERR9990490,TRUE
Heyer22 P18_d016,A,FALSE,NULL,NULL,ERR9990491,TRUE
Heyer22 P18_d017,A,FALSE,NULL,NULL,ERR9990492,TRUE
Heyer22 P18_d020,A,FALSE,NULL,NULL,ERR9990493,TRUE
Heyer22 P18_d026,A,FALSE,NULL,NULL,ERR9990494,TRUE
Heyer22 P18_d034,A,FALSE,NULL,NULL,ERR9990495,TRUE
Heyer22 P18_d041,A,FALSE,NULL,NULL,ERR9990496,TRUE
Heyer22 P18_d046,A,FALSE,NULL,NULL,ERR9990497,TRUE
Heyer22 P18_d117,A,FALSE,NULL,NULL,ERR9990498,TRUE
