iso_name,var_name,site_directed,gisaid_id,genbank_accn,sra_accn,expandable
P01_08.15_17222_S01_D00,B.1.332,FALSE,NULL,NULL,SRR13948614,TRUE
P01_08.16_17294_S02_D01,B.1.332,FALSE,NULL,NULL,SRR13948615,TRUE
P01_09.04_18586_S17_D20,B.1.332,FALSE,NULL,NULL,SRR13948622,TRUE
P01_09.14_19214_S07_D30,B.1.332,FALSE,NULL,NULL,SRR13948633,TRUE
P01_09.17_19387_S08_D33,B.1.332,FALSE,NULL,NULL,SRR13948656,TRUE
P01_09.24_19826_S09_D40,B.1.332,FALSE,NULL,NULL,SRR13948644,TRUE
P01_09.25_19889_S10_D41,B.1.332,FALSE,NULL,NULL,SRR13948640,TRUE
P01_09.26_19924_S11_D42,B.1.332,FALSE,NULL,NULL,SRR13948662,TRUE
P01_09.27_19940_S12_D43,B.1.332,FALSE,NULL,NULL,SRR13948650,TRUE
P01_09.29_20369_S14_D45,B.1.332,FALSE,NULL,NULL,SRR13948651,TRUE
P02_09.01_18310_S05_D17,B.4,FALSE,NULL,NULL,SRR13948616,TRUE
P02_09.03_20518_S11_D19,B.4,FALSE,NULL,NULL,SRR13948617,TRUE
P02_09.23_19716_S08_D39,B.4,FALSE,NULL,NULL,SRR13948652,TRUE
P02_09.24_19828_S09_D40,B.4,FALSE,NULL,NULL,SRR13948653,TRUE
P02_10.01_20712_S13_D47,B.4,FALSE,NULL,NULL,SRR13948618,TRUE
P03_08.16_17291_S01_D00,B.4,FALSE,NULL,NULL,SRR13948619,TRUE
P03_08.16_17421_S02_D00,B.4,FALSE,NULL,NULL,SRR13948620,TRUE
P03_08.19_17656_S03_D03,B.4,FALSE,NULL,NULL,SRR13948621,TRUE
P03_09.07_18859_S11_D22,B.4,FALSE,NULL,NULL,SRR13948654,TRUE
P03_09.21_19551_S05_D36,B.4,FALSE,NULL,NULL,SRR13948655,TRUE
P03_09.25_19892_S06_D40,B.4,FALSE,NULL,NULL,SRR13948623,TRUE
P03_09.28_20142_S07_D43,B.4,FALSE,NULL,NULL,SRR13948624,TRUE
P03_09.29_20370_S08_D44,B.4,FALSE,NULL,NULL,SRR13948625,TRUE
P03_10.12_20752_S12_D57,B.4,FALSE,NULL,NULL,SRR13948626,TRUE
P04_08.16_17419_S01_D00,B.4,FALSE,NULL,NULL,SRR13948627,TRUE
P04_08.23_17712_S02_D07,B.4,FALSE,NULL,NULL,SRR13948628,TRUE
P04_08.28_18173_S03_D12,B.4,FALSE,NULL,NULL,SRR13948629,TRUE
P04_09.01_18309_S04_D16,B.4,FALSE,NULL,NULL,SRR13948630,TRUE
P04_09.07_18857_S12_D22,B.4,FALSE,NULL,NULL,SRR13948631,TRUE
P04_09.21_19554_S07_D36,B.4,FALSE,NULL,NULL,SRR13948632,TRUE
P04_09.23_19712_S08_D38,B.4,FALSE,NULL,NULL,SRR13948634,TRUE
P04_09.25_19893_S09_D40,B.4,FALSE,NULL,NULL,SRR13948663,TRUE
P04_09.26_19914_S10_D41,B.4,FALSE,NULL,NULL,SRR13948664,TRUE
P05_09.18_19516_S02_D15,B.4,FALSE,NULL,NULL,SRR13948665,TRUE
P05_09.21_19540_S03_D18,B.4,FALSE,NULL,NULL,SRR13948666,TRUE
P05_09.26_19918_S04_D23,B.4,FALSE,NULL,NULL,SRR13948635,TRUE
P05_09.27_19939_S05_D24,B.4,FALSE,NULL,NULL,SRR13948636,TRUE
P05_09.28_20146_S06_D25,B.4,FALSE,NULL,NULL,SRR13948637,TRUE
P05_10.01_20715_S09_D28,B.4,FALSE,NULL,NULL,SRR13948642,TRUE
P07_08.21_17699_S01_D00,B.1.332,FALSE,NULL,NULL,SRR13948657,TRUE
P07_08.24_17726_S02_D03,B.1.332,FALSE,NULL,NULL,SRR13948667,TRUE
P10_09.02_18409_S01_D00,B.4,FALSE,NULL,NULL,SRR13948669,TRUE
P10_09.03_18526_S02_D01,B.4,FALSE,NULL,NULL,SRR13948670,TRUE
P10_09.04_18598_S03_D02,B.4,FALSE,NULL,NULL,SRR13948608,TRUE
P10_09.05_18741_S04_D03,B.4,FALSE,NULL,NULL,SRR13948609,TRUE
P11_09.03_18537_S03_D00,B.4,FALSE,NULL,NULL,SRR13948610,TRUE
P11_09.07_18863_S04_D04,B.4,FALSE,NULL,NULL,SRR13948611,TRUE
P11_09.14_19210_S01_D11,B.4,FALSE,NULL,NULL,SRR13948613,TRUE
P11_09.18_19521_S02_D15,B.4,FALSE,NULL,NULL,SRR13948645,TRUE
P12_09.02_18404_S02_D00,B.4,FALSE,NULL,NULL,SRR13948671,TRUE
P12_09.04_18588_S03_D02,B.4,FALSE,NULL,NULL,SRR13948672,TRUE
P12_09.18_19520_S01_D16,B.4,FALSE,NULL,NULL,SRR13948673,TRUE
P13_09.02_18515_S01_D00,B.4,FALSE,NULL,NULL,SRR13948674,TRUE
P13_09.21_19548_S02_D19,B.4,FALSE,NULL,NULL,SRR13948675,TRUE
P14_09.02_18440_S01_D00,B.4,FALSE,NULL,NULL,SRR13948676,TRUE
P14_09.07_18875_S02_D05,B.4,FALSE,NULL,NULL,SRR13948612,TRUE
P16_09.03_18538_S01_D00,B.4,FALSE,NULL,NULL,SRR13948639,TRUE
P16_09.05_18745_S02_D02,B.4,FALSE,NULL,NULL,SRR13948641,TRUE
