iso_name,var_name,site_directed,gisaid_id,genbank_accn,expandable
hCoV-19/USA/CA-Stanford-07_S24/2021,B.1.234,FALSE,2009056,NULL,TRUE
hCoV-19/USA/CA-Stanford-07_S25/2021,B.1.234,FALSE,2009057,NULL,TRUE
