iso_name,var_name,site_directed,gisaid_id,genbank_accn,sra_accn,expandable
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6476398/2022,FALSE,16980979,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6499076/2022,FALSE,16980980,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6401941/2022,FALSE,16980981,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6410096/2022,FALSE,16980982,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6429316/2022,FALSE,16980983,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6429993/2022,FALSE,10680589,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6439980/2022,FALSE,16980992,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6548194/2022,FALSE,16980993,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6492151/2022,FALSE,16981066,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6410608/2022,FALSE,16981067,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6435900/2022,FALSE,16981068,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6562623/2022,FALSE,16981069,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6574618/2022,FALSE,16981070,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6454099/2022,FALSE,16981035,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6475538/2022,FALSE,16981036,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6482093/2022,FALSE,16981037,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6671573/2022,FALSE,16980987,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6672844/2022,FALSE,16980988,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6694664/2022,FALSE,16980989,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6697660/2022,FALSE,16980990,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6680820/2022,FALSE,16980991,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6515896/2022,FALSE,16980998,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6511722/2022,FALSE,16980999,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6511919/2022,FALSE,16981000,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6525312/2022,FALSE,16981001,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6526289/2022,FALSE,16981002,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6522946/2022,FALSE,16981003,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6539039/2022,FALSE,16981004,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6643220/2022,FALSE,16981005,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6606849/2022,FALSE,16981023,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6600931/2022,FALSE,16981024,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6619433/2022,FALSE,16981025,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6612465/2022,FALSE,16981026,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6643810/2022,FALSE,13343191,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6659538/2022,FALSE,16980976,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6663630/2022,FALSE,16980977,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6675169/2022,FALSE,16980978,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6757020/2022,FALSE,15284361,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6680194/2022,FALSE,16981009,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6606993/2022,FALSE,16981010,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6606293/2022,FALSE,16981011,NULL,NULL,TRUE
Palomino-Cabrera23,hCoV-19/Spain/MD-HGUGM-6600129/2022,FALSE,16981012,NULL,NULL,TRUE
