iso_name,var_name,site_directed,gisaid_id,genbank_accn,sra_accn,expandable
hCoV-19/Austria/GernotWalder-01/2021,NULL,FALSE,2106191,NULL,NULL,TRUE
hCoV-19/Austria/GernotWalder-02/2021,NULL,FALSE,2106192,NULL,NULL,TRUE
hCoV-19/Austria/GernotWalder-03/2021,NULL,FALSE,2106193,NULL,NULL,TRUE
hCoV-19/Austria/GernotWalder-04/2021,NULL,FALSE,2106194,NULL,NULL,TRUE
hCoV-19/Austria/GernotWalder-05/2021,NULL,FALSE,2106195,NULL,NULL,TRUE
hCoV-19/Austria/GernotWalder-06/2021,B.1.1.232,FALSE,2106196,NULL,NULL,TRUE
hCoV-19/Austria/GernotWalder-07/2021,NULL,FALSE,2106197,NULL,NULL,TRUE
hCoV-19/Austria/GernotWalder-08/2021,B.1.1.232,FALSE,2106199,NULL,NULL,TRUE
hCoV-19/Austria/GernotWalder-09/2021,NULL,FALSE,2106200,NULL,NULL,TRUE
hCoV-19/Austria/GernotWalder-10/2021,B.1.1.232,FALSE,2106201,NULL,NULL,TRUE
