ref_name,rx_name,vaccine_name,timing,dosage,collection_date,cumulative_group
Garcia-Beltran21,BNT162b2,BNT162b2,0.5,2,NULL,BNT
Garcia-Beltran21,mRNA-1273,mRNA-1273,0.5,2,NULL,Mod
