ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
West21,MOD,S:614G,B.1.526 Spike,1,Table S2a,=,6.0,0,NULL,NULL,1,NULL,2021-04-25
West21,MOD,S:614G,B.1.526 Spike,2,Table S2a,=,3.7,0,NULL,NULL,1,NULL,2021-04-25
West21,MOD,S:614G,B.1.526 Spike,4,Table S2a,=,5.2,0,NULL,NULL,1,NULL,2021-04-25
West21,MOD,S:614G,B.1.526 Spike,6,Table S2a,=,3.0,0,NULL,NULL,1,NULL,2021-04-25
West21,MOD,S:614G,B.1.526 Spike,7,Table S2a,=,4.3,0,NULL,NULL,1,NULL,2021-04-25
West21,MOD,S:614G,B.1.526 Spike,8,Table S2a,=,8.0,0,NULL,NULL,1,NULL,2021-04-25
West21,BNT,S:614G,B.1.526 Spike,12,Table S2a,=,4.4,0,NULL,NULL,1,NULL,2021-04-25
West21,BNT,S:614G,B.1.526 Spike,16,Table S2a,=,5.2,0,NULL,NULL,1,NULL,2021-04-25
West21,BNT,S:614G,B.1.526 Spike,1,Table S2a,=,3.0,0,NULL,NULL,1,NULL,2021-04-25
West21,BNT,S:614G,B.1.526 Spike,4,Table S2a,=,6.3,0,NULL,NULL,1,NULL,2021-04-25
West21,MOD,S:614G,B.1.526 v.2 Spike,1,Table S2a,=,1.8,0,NULL,NULL,1,NULL,2021-04-25
West21,MOD,S:614G,B.1.526 v.2 Spike,2,Table S2a,=,2.8,0,NULL,NULL,1,NULL,2021-04-25
West21,MOD,S:614G,B.1.526 v.2 Spike,4,Table S2a,=,3.8,0,NULL,NULL,1,NULL,2021-04-25
West21,MOD,S:614G,B.1.526 v.2 Spike,6,Table S2a,=,4.9,0,NULL,NULL,1,NULL,2021-04-25
West21,MOD,S:614G,B.1.526 v.2 Spike,7,Table S2a,=,4.0,0,NULL,NULL,1,NULL,2021-04-25
West21,MOD,S:614G,B.1.526 v.2 Spike,8,Table S2a,=,4.4,0,NULL,NULL,1,NULL,2021-04-25
West21,BNT,S:614G,B.1.526 v.2 Spike,12,Table S2a,=,1.7,0,NULL,NULL,1,NULL,2021-04-25
West21,BNT,S:614G,B.1.526 v.2 Spike,16,Table S2a,=,3.8,0,NULL,NULL,1,NULL,2021-04-25
West21,BNT,S:614G,B.1.526 v.2 Spike,1,Table S2a,=,1.7,0,NULL,NULL,1,NULL,2021-04-25
West21,BNT,S:614G,B.1.526 v.2 Spike,4,Table S2a,=,2.3,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 Spike,1,Table S2b,=,5.5,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 Spike,2,Table S2b,=,2.8,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 Spike,3,Table S2b,=,3.2,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 Spike,4,Table S2b,=,5.4,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 Spike,5,Table S2b,=,3.5,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 Spike,6,Table S2b,=,14.5,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 Spike,7,Table S2b,=,13.1,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 Spike,8,Table S2b,=,5.8,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 Spike,9,Table S2b,=,4.3,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 Spike,10,Table S2b,=,5.4,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 v.2 Spike,1,Table S2b,=,1.5,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 v.2 Spike,2,Table S2b,=,1.3,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 v.2 Spike,3,Table S2b,=,1.8,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 v.2 Spike,4,Table S2b,=,1.3,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 v.2 Spike,5,Table S2b,=,1.5,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 v.2 Spike,6,Table S2b,=,2.6,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 v.2 Spike,7,Table S2b,=,1.3,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 v.2 Spike,8,Table S2b,=,2.3,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 v.2 Spike,9,Table S2b,=,3.6,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_1.3M,S:614G,B.1.526 v.2 Spike,10,Table S2b,=,2.7,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 Spike,1,Table S2b,=,5.8,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 Spike,3,Table S2b,=,2.3,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 Spike,4,Table S2b,=,16.3,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 Spike,5,Table S2b,=,2.6,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 Spike,6,Table S2b,=,6.1,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 Spike,7,Table S2b,=,5.5,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 Spike,8,Table S2b,=,5.2,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 Spike,9,Table S2b,=,2.4,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 Spike,10,Table S2b,=,3.6,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 v.2 Spike,1,Table S2b,=,3.4,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 v.2 Spike,3,Table S2b,=,1.8,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 v.2 Spike,4,Table S2b,=,1.4,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 v.2 Spike,5,Table S2b,=,2.7,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 v.2 Spike,6,Table S2b,=,2.7,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 v.2 Spike,7,Table S2b,=,2.7,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 v.2 Spike,8,Table S2b,=,4.1,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 v.2 Spike,9,Table S2b,=,4.2,0,NULL,NULL,1,NULL,2021-04-25
West21,CP_6.2M,S:614G,B.1.526 v.2 Spike,10,Table S2b,=,2.9,0,NULL,NULL,1,NULL,2021-04-25
