ref_name,rx_name,control_iso_name,iso_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Zou21,CP_Mouse_1,Wuhan-Hu-1,S:614G,1,Fig 1c,=,1.8,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_2,Wuhan-Hu-1,S:614G,1,Fig 1c,=,1.8,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_3,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.1,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_4,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.3,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_5,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.3,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_6,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.3,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_7,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.3,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_8,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.4,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_9,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.4,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_10,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.5,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_11,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.5,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_12,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.5,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_13,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.5,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_14,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.5,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_15,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.5,50,NULL,NULL,1,authentic virus,2021-06-18
Zou21,CP_Mouse_16,Wuhan-Hu-1,S:614G,1,Fig 1c,=,2.6,50,NULL,NULL,1,authentic virus,2021-06-18
