ref_name,rx_name,variant,cumulative_group
Cele21,CP_13-0013,Unknown,CP_WT
Cele21,CP_02-0014,Unknown,CP_WT
Cele21,CP_02-0015,Unknown,CP_WT
Cele21,CP_13-0017,Unknown,CP_WT
Cele21,CP_13-0033,Unknown,CP_WT
Cele21,CP_13-0062,Unknown,CP_WT
