ref_name,rx_name,iso_name,section,inhibition_pcnt,cumulative_count,assay_name,titer,date_added
Wall21,RLSA388108,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,396.8268429,2021-06-22
Wall21,RLSA188187,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,95.75840587,2021-06-22
Wall21,RLSA288187,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,107.5979914,2021-06-22
Wall21,RLSA388187,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1746.990102,2021-06-22
Wall21,RLSA18842,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,193.0642037,2021-06-22
Wall21,RLSA18858,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLSA188273,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,189.0453557,2021-06-22
Wall21,RLSA18814,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLSA188303,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,97.53729001,2021-06-22
Wall21,RLSA188110,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,122.0727244,2021-06-22
Wall21,RLSA188272,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLSA188144,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,775.21519,2021-06-22
Wall21,RLSA388144,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLSA188130,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,298.9848162,2021-06-22
Wall21,RLSA188139,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,266.3192341,2021-06-22
Wall21,RLSA188248,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,221.5464319,2021-06-22
Wall21,RLSA388248,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,178.2633469,2021-06-22
Wall21,RLSA188198,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLSA388198,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLSA18844,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,409.9069823,2021-06-22
Wall21,RLSA38844,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,243.3296092,2021-06-22
Wall21,RLSA188242,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,194.4227163,2021-06-22
Wall21,RLSA388242,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,142.8091625,2021-06-22
Wall21,RLSA188278,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,95.67451108,2021-06-22
Wall21,RLSA18871,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,343.9965631,2021-06-22
Wall21,RLSA188307,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,197.8609672,2021-06-22
Wall21,RLSA18847,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,291.4809039,2021-06-22
Wall21,RLSA188211,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,172.1217741,2021-06-22
Wall21,RLSA388211,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,277.2762757,2021-06-22
Wall21,RLSA188232,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,52.07400061,2021-06-22
Wall21,RLSA388232,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,845.4875641,2021-06-22
Wall21,RLSA188255,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,2343.204677,2021-06-22
Wall21,RLSA18895,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,56.29882533,2021-06-22
Wall21,RLSA188209,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1094.966325,2021-06-22
Wall21,RLSA18874,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5120,2021-06-22
Wall21,RLSA188277,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,258.0470597,2021-06-22
Wall21,RLSA18890,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,195.7907883,2021-06-22
Wall21,RLSA18841,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,10,2021-06-22
Wall21,RLSA188133,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,205.1006451,2021-06-22
Wall21,RLSA188116,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,517.9889377,2021-06-22
Wall21,RLSA18896,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,45.02275198,2021-06-22
Wall21,RLSA188280,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,587.6719446,2021-06-22
Wall21,RLSA18897,Wuhan-Hu-1,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,380.4780006,2021-06-22
Wall21,RLSA188158,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,130.5957831,2021-06-22
Wall21,RLS288158,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,110.7556306,2021-06-22
Wall21,RLSA188121,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,79.38098985,2021-06-22
Wall21,RLS288121,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,60.28239611,2021-06-22
Wall21,RLSA18839,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,476.1869649,2021-06-22
Wall21,RLS28839,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,296.6355715,2021-06-22
Wall21,RLSA38839,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,187.8890281,2021-06-22
Wall21,RLSA188206,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,573.9277771,2021-06-22
Wall21,RLSA188246,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,55.51480727,2021-06-22
Wall21,RLS288246,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,52.76315843,2021-06-22
Wall21,RLSA188165,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,10,2021-06-22
Wall21,RLS288165,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,59.49502692,2021-06-22
Wall21,RLSA188235,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,131.6300537,2021-06-22
Wall21,RLS288235,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,75.51254621,2021-06-22
Wall21,RLSA188221,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,417.5217397,2021-06-22
Wall21,RLS288221,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,324.0928808,2021-06-22
Wall21,RLS388221,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,155.8912282,2021-06-22
Wall21,RLSA188129,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,47.53710319,2021-06-22
Wall21,RLSA18863,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,84.1822378,2021-06-22
Wall21,RLS28863,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,44.70815921,2021-06-22
Wall21,RLSA188113,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,282.1797428,2021-06-22
Wall21,RLS288113,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,383.4912466,2021-06-22
Wall21,RLSA188112,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,121.4324341,2021-06-22
Wall21,RLSA288112,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,101.4612498,2021-06-22
Wall21,RLSA188208,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,435.08081,2021-06-22
Wall21,RLS288208,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,329.2466011,2021-06-22
Wall21,RLSA188297,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,71.64398771,2021-06-22
Wall21,RLS288297,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,62.65263964,2021-06-22
Wall21,RLSA188142,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1038.870464,2021-06-22
Wall21,RLS288142,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,789.6162025,2021-06-22
Wall21,RLSA188167,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,870.299781,2021-06-22
Wall21,RLS288167,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,736.1453383,2021-06-22
Wall21,RLSA188168,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1632.976472,2021-06-22
Wall21,RLSA388168,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1060.025929,2021-06-22
Wall21,RLSA188157,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,296.116029,2021-06-22
Wall21,RLS288157,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,224.8722747,2021-06-22
Wall21,RLSA388157,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,152.1119413,2021-06-22
Wall21,RLSA18873,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,88.18510527,2021-06-22
Wall21,RLSA188284,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,533.1901712,2021-06-22
Wall21,RLS288284,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,434.3187876,2021-06-22
Wall21,RLSA188256,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,462.2055933,2021-06-22
Wall21,RLS288256,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,379.8116123,2021-06-22
Wall21,RLSA188289,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,40.38598555,2021-06-22
Wall21,RLS288289,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLSA18850,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,180.7809038,2021-06-22
Wall21,RLS28850,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,120.2672786,2021-06-22
Wall21,RLSA188199,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,152.6461774,2021-06-22
Wall21,RLS288199,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,114.0059359,2021-06-22
Wall21,RLSA188120,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,10,2021-06-22
Wall21,RLS288120,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLSA188155,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,82.06943442,2021-06-22
Wall21,RLS288155,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,43.62429476,2021-06-22
Wall21,RLSA1884,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,52.94846924,2021-06-22
Wall21,RLS2884,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,10,2021-06-22
Wall21,RLSA188222,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,290.4607694,2021-06-22
Wall21,RLS288222,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,196.6507175,2021-06-22
Wall21,RLSA188131,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,75.64503474,2021-06-22
Wall21,RLS288131,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,60.07141778,2021-06-22
Wall21,RLS188229,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1131.05842,2021-06-22
Wall21,RLS288229,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,972.7745372,2021-06-22
Wall21,RLS388229,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,669.0707673,2021-06-22
Wall21,RLS18883,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,171.0689624,2021-06-22
Wall21,RLS28883,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,140.4506027,2021-06-22
Wall21,RLSA18848,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,997.8177381,2021-06-22
Wall21,RLS28848,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1435.567065,2021-06-22
Wall21,RLSA188217,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,332.7278649,2021-06-22
Wall21,RLS288217,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,47.28776378,2021-06-22
Wall21,RLS388217,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,219.4206732,2021-06-22
Wall21,RLSA18810,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,749.1636337,2021-06-22
Wall21,RLS28810,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,308.8399033,2021-06-22
Wall21,RLSA188338,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,173.9416905,2021-06-22
Wall21,RLS288338,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,121.1135496,2021-06-22
Wall21,RLSA18877,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,726.5302899,2021-06-22
Wall21,RLS28877,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,850.6909578,2021-06-22
Wall21,RLSA18813,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,731.0015835,2021-06-22
Wall21,RLS28813,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1168.340177,2021-06-22
Wall21,RLS18815,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,529.0006802,2021-06-22
Wall21,RLS28815,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,480.3790551,2021-06-22
Wall21,RLS188241,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,92.8654025,2021-06-22
Wall21,RLS288241,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,49.2764726,2021-06-22
Wall21,RLS188204,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,42.38056761,2021-06-22
Wall21,RLS288204,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,51.66483411,2021-06-22
Wall21,RLS388204,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,497.9559913,2021-06-22
Wall21,RLSA188149,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,83.37450138,2021-06-22
Wall21,RLS288149,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,67.08579118,2021-06-22
Wall21,RLS18817,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,426.3976858,2021-06-22
Wall21,RLS28817,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,507.6511747,2021-06-22
Wall21,RLS18865,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,74.91921358,2021-06-22
Wall21,RLS28865,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,57.64704459,2021-06-22
Wall21,RLS188274,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,81.28197055,2021-06-22
Wall21,RLS288274,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,104.073278,2021-06-22
Wall21,RLS188237,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,45.02275198,2021-06-22
Wall21,RLS288237,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,62.76256515,2021-06-22
Wall21,RLS188189,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS288189,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,10,2021-06-22
Wall21,RLSA188153,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,453.7758923,2021-06-22
Wall21,RLS288153,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,343.0932196,2021-06-22
Wall21,RLSA18898,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,227.2499444,2021-06-22
Wall21,RLS28898,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,162.1627876,2021-06-22
Wall21,RLSA18875,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,770.4734565,2021-06-22
Wall21,RLS28875,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,740.6758058,2021-06-22
Wall21,RLSA188179,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS288179,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS18857,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1228.193252,2021-06-22
Wall21,RLS28857,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1098.811983,2021-06-22
Wall21,RLS1887,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,42.8286753,2021-06-22
Wall21,RLS2887,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,63.42618033,2021-06-22
Wall21,RLS188196,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,694.7687339,2021-06-22
Wall21,RLS288196,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,625.9536765,2021-06-22
Wall21,RLS188117,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,663.2320345,2021-06-22
Wall21,RLS288117,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,402.4311028,2021-06-22
Wall21,RLS188175,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,277.2762757,2021-06-22
Wall21,RLS18816,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,705.8169363,2021-06-22
Wall21,RLS188164,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,58.66649852,2021-06-22
Wall21,RLS288164,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,41.86369755,2021-06-22
Wall21,RLS188146,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,40.99225773,2021-06-22
Wall21,RLS288146,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,42.34343762,2021-06-22
Wall21,RLS18889,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,42.26927519,2021-06-22
Wall21,RLS28889,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,274.8565883,2021-06-22
Wall21,RLS188188,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,61.56391811,2021-06-22
Wall21,RLS288188,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,43.24360169,2021-06-22
Wall21,RLS18827,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,630.9109995,2021-06-22
Wall21,RLS28827,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1203.681588,2021-06-22
Wall21,RLS188228,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,290.9703896,2021-06-22
Wall21,RLS288228,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,360.9858569,2021-06-22
Wall21,RLS188295,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,798.6648664,2021-06-22
Wall21,RLS288295,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,1031.611442,2021-06-22
Wall21,RLS18845,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,940.9082226,2021-06-22
Wall21,RLS188109,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,47.78775733,2021-06-22
Wall21,RLS188132,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,61.94280163,2021-06-22
Wall21,RLS288132,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,63.98454981,2021-06-22
Wall21,RLS18812,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS28812,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,5,2021-06-22
Wall21,RLS188170,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,79.24195799,2021-06-22
Wall21,RLS388170,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,316.2358641,2021-06-22
Wall21,RLS18828,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,71.39324571,2021-06-22
Wall21,RLS28828,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,70.214153,2021-06-22
Wall21,RLS188247,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,51.66483411,2021-06-22
Wall21,RLS288247,B.1.1 full genome,github:davidlvb/Crick-UCLH-Legacy-VOCs-2021-05,50,1,authentic virus,44.20162747,2021-06-22
