ref_name,rx_name,ab_name
Makdasi21,MD65,MD65
Makdasi21,LY-CoV555,Bamlanivimab
Makdasi21,MD62,MD62
Makdasi21,BLN14,BLN14
Makdasi21,MD29,MD29
Makdasi21,BLN12,BLN12
Makdasi21,BL6,BL6
