ref_name,rx_name,ab_name
Wang21,C601,C601
Wang21,C602,C602
Wang21,C603,C603
Wang21,C613,C613
Wang21,C614,C614
Wang21,C627,C627
Wang21,C628,C628
Wang21,C643,C643
Wang21,C653,C653
Wang21,C660,C660
Wang21,C663,C663
Wang21,C666,C666
Wang21,C669,C669
Wang21,C670,C670
Wang21,C671,C671
Wang21,C675,C675
Wang21,C682,C682
